cluster	am	ar	br	ca	cp	da	hl	ho	mo	lo	ne	oy	pb	sa	sh	sm	ur	example
sgene644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
